Gender,LoanDuration,Age,Amount,DebtToIncome,Education,ExistingLiabilities,OccupationArea,default
0,36,26,2126,0,3,1,-1,Yes
0,12,43,2490,0,4,1,-1,No
1,36,53,3827,0,3,5,-1,No
0,24,32,531,0,4,3,-1,No
1,36,37,3113,0,3,0,-1,No
1,36,36,934,0,3,2,-1,No
1,36,56,4150,0,3,1,-1,No
1,36,36,4150,0,3,2,-1,No
0,12,40,1594,0,3,1,-1,No
1,36,42,4150,0,3,2,-1,No
0,36,67,3189,0,5,0,-1,Yes
1,36,37,4150,0,4,6,-1,No
0,36,34,3189,0,5,2,-1,No
0,48,33,1063,0,4,6,-1,No
0,12,24,637,0,3,3,-1,No
0,24,48,1063,0,1,2,-1,No
0,12,30,3721,0,4,1,-1,No
0,36,27,531,0,3,6,-1,No
1,36,52,744,0,4,9,-1,No
1,36,38,744,0,4,9,-1,No
1,36,24,4253,0,3,2,-1,No
2,36,50,4253,0,4,2,-1,No
0,36,47,4150,0,3,1,-1,No
1,36,47,4150,0,3,3,-1,No
0,36,42,4253,0,4,0,-1,No
0,36,44,830,0,3,3,-1,Yes
1,36,29,1063,0,4,2,-1,No
0,36,46,3189,0,5,0,-1,No
1,12,38,531,0,4,0,-1,No
1,36,26,1275,0,1,1,-1,No
1,36,52,4150,0,3,2,-1,No
1,48,45,1594,0,5,0,-1,No
0,36,39,850,0,4,3,-1,No
0,36,57,4150,0,3,2,-1,No
0,12,35,4150,0,3,0,-1,No
1,48,28,4150,0,3,0,-1,No
0,24,26,1913,0,4,1,-1,No
1,36,43,4253,0,1,0,-1,Yes
2,36,51,3189,0,4,3,-1,No
1,36,37,4150,0,5,2,-1,No
0,36,34,4150,0,4,1,-1,No
0,36,35,4150,0,5,2,-1,No
0,24,28,531,0,4,1,-1,No
1,24,64,4253,0,3,0,-1,No
0,36,50,4150,0,5,0,-1,Yes
1,48,41,531,0,4,0,-1,No
0,12,27,531,0,5,6,-1,No
0,36,37,4253,0,4,1,-1,No
1,36,64,4150,0,1,0,-1,No
0,36,34,1556,0,5,2,-1,No
0,36,26,4253,0,4,2,-1,No
1,48,41,531,0,4,11,-1,No
1,36,29,4253,0,1,0,-1,No
0,36,44,4253,0,4,0,-1,Yes
0,36,41,4150,0,3,0,-1,No
1,36,43,3113,0,4,0,-1,No
0,36,60,4150,0,3,2,-1,No
0,24,36,1660,0,1,1,-1,No
0,36,38,3632,0,5,0,-1,No
1,36,40,2658,0,3,0,-1,No
0,36,35,4253,0,1,2,-1,No
1,36,41,4150,0,5,0,-1,No
1,48,59,4150,0,1,0,-1,No
1,12,25,1063,0,4,1,-1,No
0,12,41,1063,0,3,0,-1,No
0,36,37,2075,0,4,0,-1,No
0,36,34,518,0,5,4,-1,No
0,36,52,2445,0,4,2,-1,No
0,12,49,1063,0,4,3,-1,No
0,36,52,3632,0,3,0,-1,No
1,48,54,1275,0,4,5,-1,No
1,36,42,531,0,1,10,-1,No
0,36,42,4150,0,3,1,-1,No
0,36,68,3217,0,4,2,-1,No
1,36,48,744,0,4,3,-1,No
2,36,57,3189,0,5,3,-1,No
0,12,36,2020,0,5,2,-1,No
0,36,50,4465,0,3,1,-1,No
1,36,50,1701,0,5,1,-1,No
0,36,62,2232,0,5,8,-1,No
1,36,29,1807,0,1,2,-1,No
2,36,28,3189,0,5,2,-1,Yes
1,36,31,1488,0,3,2,-1,No
0,36,40,2075,0,5,0,-1,No
0,12,25,531,0,4,1,-1,No
0,12,41,518,0,5,0,-1,No
0,36,62,531,0,3,5,-1,Yes
1,12,30,1063,0,4,2,-1,No
1,36,53,531,0,3,2,-1,No
0,36,21,4253,0,4,1,-1,Yes
1,36,43,3113,0,5,0,-1,No
2,36,69,531,0,5,5,-1,Yes
1,36,48,1063,0,4,2,-1,No
0,12,24,531,0,4,2,-1,No
1,36,45,956,0,3,0,-1,No
2,36,32,531,0,3,3,-1,No
0,36,41,744,0,4,3,-1,Yes
1,36,58,518,0,4,9,-1,No
1,36,38,4150,0,3,0,-1,Yes
2,36,28,2551,0,5,2,-1,No
0,36,45,4150,0,3,1,-1,No
1,36,49,4150,0,5,4,-1,Yes
0,24,37,2658,0,5,5,-1,No
0,36,68,4150,0,5,1,-1,No
1,36,70,1556,0,1,0,-1,No
1,24,28,1594,0,4,1,-1,No
1,36,61,3009,0,3,4,-1,Yes
2,36,50,744,0,4,2,-1,Yes
1,36,31,4150,0,3,0,-1,No
1,36,63,726,0,3,3,-1,Yes
0,36,60,4150,0,5,1,-1,No
0,36,32,3113,0,3,5,-1,No
0,48,46,4150,0,3,1,-1,No
0,36,45,726,0,5,2,-1,No
0,36,35,2179,0,3,0,-1,No
0,24,27,1063,0,4,2,-1,Yes
0,36,51,4150,0,1,0,-1,No
1,36,21,1063,0,1,1,-1,No
0,36,34,4150,0,3,6,-1,No
1,36,62,5209,0,4,2,-1,No
0,48,35,4150,0,5,5,-1,No
1,12,43,531,0,4,0,-1,No
1,12,32,1063,0,1,0,-1,No
1,36,28,7442,0,3,3,-1,No
0,36,19,531,0,3,2,-1,Yes
0,36,32,622,0,1,1,-1,No
1,36,31,531,0,3,2,-1,No
0,36,42,4150,0,5,3,-1,No
0,12,39,531,0,5,4,-1,No
1,36,50,531,0,1,3,-1,No
0,36,53,4150,0,3,4,-1,Yes
0,36,30,518,0,3,4,-1,No
0,48,46,531,0,4,9,-1,No
0,36,57,4150,0,3,0,-1,No
0,36,49,4150,0,3,2,-1,No
1,36,36,2232,0,4,4,-1,Yes
0,36,68,2075,0,1,0,-1,No
0,36,69,4150,0,3,0,-1,Yes
0,36,41,3189,0,4,1,-1,No
0,36,32,4150,0,3,1,-1,No
0,36,35,622,0,3,0,-1,No
1,36,23,2126,0,4,6,-1,Yes
0,36,37,4150,0,3,4,-1,No
0,36,29,4253,0,4,0,-1,No
1,36,18,531,0,1,0,-1,No
0,36,40,4150,0,5,2,-1,No
1,12,47,1275,0,5,1,-1,No
0,48,38,531,0,3,0,-1,No
0,12,44,531,0,4,5,-1,No
0,36,34,2126,0,3,3,-1,No
1,36,56,622,0,5,3,-1,No
0,36,54,3113,0,3,2,-1,Yes
1,36,38,531,0,1,0,-1,No
0,36,25,1594,0,1,0,-1,No
0,36,50,3736,0,5,3,-1,No
0,24,22,1349,0,1,1,-1,No
0,48,62,4150,0,3,1,-1,No
0,36,33,4150,0,5,0,-1,No
1,36,49,4150,0,3,0,-1,No
0,48,33,4150,0,3,4,-1,No
0,48,58,1063,0,3,0,-1,Yes
1,48,26,637,0,4,3,-1,No
1,36,40,3296,0,1,8,-1,No
1,36,67,531,0,4,15,-1,No
0,36,29,4150,0,3,2,-1,No
0,36,50,3632,0,1,0,-1,No
1,36,67,4150,0,3,1,-1,No
0,36,48,4150,0,3,0,-1,No
1,48,35,531,0,4,4,-1,No
0,36,23,2764,0,4,1,-1,Yes
1,36,35,4253,0,5,5,-1,No
0,36,30,2658,0,3,0,-1,No
1,36,66,5422,0,5,3,-1,Yes
1,36,41,1556,0,3,3,-1,No
0,36,44,2075,0,5,3,-1,No
2,36,34,3189,0,5,2,-1,No
2,36,44,3189,0,5,4,-1,No
1,36,54,1488,0,5,0,-1,No
1,36,49,4253,0,1,1,-1,Yes
1,24,69,531,0,1,0,-1,No
0,36,57,1556,0,1,0,-1,No
0,36,42,4253,0,4,1,-1,Yes
1,36,28,4150,0,3,1,-1,No
1,36,44,4150,0,3,1,-1,No
0,36,26,4253,0,3,2,-1,Yes
1,36,20,531,0,5,0,-1,Yes
0,36,37,850,0,4,4,-1,No
2,36,29,4253,0,4,1,-1,No
1,36,32,4150,0,3,0,-1,No
1,36,51,4150,0,3,5,-1,No
0,36,49,1556,0,3,0,-1,No
1,36,34,4150,0,3,8,-1,No
2,36,59,531,0,5,1,-1,Yes
0,48,47,2232,0,4,0,-1,No
0,36,62,518,0,3,4,-1,No
0,36,26,4253,0,1,1,-1,Yes
0,48,35,2075,0,5,1,-1,No
0,36,37,2658,0,5,5,-1,No
1,48,52,2075,0,3,1,-1,No
1,36,29,1063,0,4,1,-1,No
0,24,33,1037,0,5,1,-1,No
0,36,52,518,0,3,5,-1,No
1,36,41,3189,0,5,4,-1,No
0,36,41,531,0,5,4,-1,No
0,36,57,1556,0,3,1,-1,No
2,36,69,3189,0,5,5,-1,Yes
0,24,35,4784,0,5,1,-1,No
0,12,43,934,0,5,2,-1,No
1,36,61,4150,0,3,3,-1,No
2,36,48,4253,0,5,2,-1,No
1,36,46,2075,0,5,1,-1,No
1,36,50,3113,0,5,3,-1,No
0,36,34,3113,0,3,2,-1,No
0,36,24,4253,0,4,1,-1,No
2,36,36,531,0,5,6,-1,No
1,36,51,1660,0,5,4,-1,No
0,36,59,3321,0,5,2,-1,Yes
0,36,58,4150,0,3,3,-1,Yes
0,36,40,4150,0,4,4,-1,Yes
0,36,46,4150,0,1,6,-1,No
0,36,61,4150,0,3,2,-1,Yes
1,12,30,531,0,5,3,-1,No
0,48,19,531,0,1,0,-1,Yes
0,36,21,4150,0,3,1,-1,No
0,36,56,2658,0,5,0,-1,No
1,36,54,4150,0,4,0,-1,No
1,36,60,4253,0,5,1,-1,No
1,12,29,1556,0,3,2,-1,No
0,36,32,2126,0,4,0,-1,No
1,36,33,3934,0,3,1,-1,No
0,36,46,2906,0,3,2,-1,No
1,24,43,1063,0,4,5,-1,No
0,24,61,4253,0,5,1,-1,No
1,36,31,4253,0,1,0,-1,No
1,36,33,1382,0,5,4,-1,No
0,36,22,531,0,4,2,-1,No
0,24,37,531,0,4,0,-1,Yes
1,36,47,744,0,4,5,-1,Yes
1,36,37,4150,0,5,4,-1,No
0,36,50,4150,0,1,2,-1,No
0,36,55,4150,0,5,4,-1,No
1,36,54,4150,0,5,0,-1,Yes
1,36,48,850,0,5,9,-1,No
1,36,52,622,0,4,4,-1,Yes
0,36,50,7017,0,4,2,-1,No
0,36,20,531,0,1,0,-1,No
1,36,29,4253,0,4,0,-1,No
0,12,33,850,0,4,1,-1,No
1,36,67,4150,0,1,0,-1,No
1,36,59,4253,0,5,2,-1,No
0,36,35,2075,0,3,3,-1,No
1,36,35,2594,0,3,5,-1,No
0,36,43,4150,0,5,3,-1,No
0,36,68,4150,0,3,1,-1,No
0,36,35,531,0,1,11,-1,Yes
0,48,45,531,0,3,13,-1,No
2,48,36,2126,0,5,3,-1,No
2,36,44,531,0,4,3,-1,No
0,36,50,531,0,4,3,-1,No
0,36,56,956,0,3,1,-1,No
2,36,42,3189,0,1,2,-1,Yes
0,36,39,518,0,3,1,-1,No
0,36,19,531,0,1,0,-1,Yes
0,36,33,1701,0,1,8,-1,No
2,36,66,3189,0,4,1,-1,No
0,36,46,2906,0,3,0,-1,No
0,36,31,2075,0,3,1,-1,No
0,36,38,744,0,5,0,-1,No
2,36,42,3189,0,5,1,-1,No
0,48,32,850,0,4,2,-1,No
0,36,37,4253,0,4,0,-1,Yes
1,36,24,4253,0,3,0,-1,No
0,36,20,531,0,4,0,-1,No
0,36,35,4150,0,3,0,-1,No
1,48,58,4150,0,1,0,-1,No
1,36,42,518,0,3,6,-1,No
0,36,64,4253,0,5,0,-1,No
0,36,27,2658,0,4,0,-1,Yes
0,48,29,531,0,5,9,-1,No
0,24,23,622,0,3,4,-1,No
2,36,27,3189,0,5,1,-1,Yes
1,36,49,2075,0,3,3,-1,No
1,36,62,4253,0,4,0,-1,No
1,36,40,4150,0,3,2,-1,No
1,36,33,1488,0,4,3,-1,No
1,36,42,1701,0,4,3,-1,No
0,12,36,830,0,3,1,-1,No
0,36,22,4150,0,3,1,-1,No
2,36,30,3189,0,5,4,-1,Yes
0,36,41,531,0,4,3,-1,No
0,24,35,531,0,5,1,-1,No
1,36,30,4150,0,3,1,-1,Yes
1,36,47,1971,0,3,0,-1,Yes
1,36,30,744,0,4,6,-1,No
1,36,46,850,0,3,7,-1,No
1,36,49,518,0,5,3,-1,Yes
0,36,50,4150,0,3,3,-1,Yes
0,24,32,531,0,5,3,-1,No
0,12,30,531,0,4,0,-1,No
0,36,18,531,0,1,0,-1,Yes
0,36,47,4150,0,3,0,-1,Yes
1,24,42,956,0,3,0,-1,No
1,48,44,518,0,3,3,-1,No
2,36,46,3189,0,4,1,-1,No
1,36,38,7442,0,4,1,-1,No
1,36,33,1594,0,4,0,-1,Yes
1,36,70,531,0,5,7,-1,Yes
1,48,55,1913,0,5,5,-1,No
0,36,37,1556,0,1,0,-1,No
0,36,44,4150,0,3,3,-1,No
0,36,49,4150,0,1,4,-1,No
0,36,44,1594,0,1,0,-1,No
0,12,25,518,0,3,0,-1,No
1,36,36,4253,0,5,3,-1,No
0,36,61,850,0,5,5,-1,No
0,36,57,4150,0,4,1,-1,No
2,36,47,3189,0,4,2,-1,No
1,36,55,6379,0,3,2,-1,Yes
0,36,52,4150,0,5,6,-1,No
1,36,36,4150,0,5,2,-1,Yes
1,36,48,531,0,4,6,-1,Yes
1,36,51,4150,0,5,3,-1,No
1,12,42,1063,0,3,1,-1,No
0,36,51,3840,0,5,3,-1,No
0,36,35,7442,0,3,1,-1,No
0,36,19,531,0,1,2,-1,Yes
0,36,50,4150,0,3,0,-1,No
0,12,38,726,0,4,0,-1,No
1,36,55,4150,0,3,1,-1,No
1,36,34,4150,0,4,1,-1,No
0,36,24,531,0,3,0,-1,Yes
0,36,29,4253,0,1,0,-1,No
2,36,23,1063,0,5,2,-1,No
1,36,40,531,0,4,9,-1,No
0,36,18,531,0,1,0,-1,No
1,36,48,4150,0,5,3,-1,No
1,36,58,518,0,3,6,-1,No
1,36,21,531,0,4,1,-1,No
0,36,39,4150,0,4,0,-1,No
2,36,62,3189,0,4,1,-1,No
0,48,33,531,0,3,2,-1,Yes
0,36,19,531,0,1,0,-1,Yes
1,12,35,1594,0,1,1,-1,No
1,36,52,4150,0,3,1,-1,Yes
1,12,58,1063,0,4,0,-1,No
0,36,56,4150,0,5,1,-1,No
1,36,46,4150,0,4,3,-1,No
1,36,44,4150,0,1,3,-1,Yes
0,36,51,637,0,4,7,-1,No
0,36,56,4150,0,3,3,-1,Yes
1,36,28,1594,0,4,0,-1,Yes
0,36,67,4150,0,4,3,-1,No
1,36,30,4253,0,4,1,-1,No
1,12,37,4150,0,3,0,-1,No
0,36,30,4253,0,1,0,-1,Yes
0,36,39,4150,0,5,0,-1,No
0,36,43,4150,0,4,0,-1,No
2,36,52,2870,0,5,6,-1,Yes
0,24,22,5741,0,4,1,-1,No
1,36,43,4150,0,3,2,-1,Yes
0,36,44,531,0,4,4,-1,Yes
1,36,23,2075,0,5,2,-1,No
1,36,53,1971,0,4,1,-1,Yes
1,36,33,3827,0,1,2,-1,No
1,36,22,4253,0,1,0,-1,No
2,36,42,3189,0,4,2,-1,No
1,24,30,1556,0,3,0,-1,No
1,48,30,4253,0,4,4,-1,No
0,36,40,4150,0,3,0,-1,No
0,36,18,531,0,1,0,-1,Yes
0,36,44,4253,0,4,1,-1,No
1,36,18,531,0,1,0,-1,No
0,36,44,4253,0,4,0,-1,Yes
0,36,48,4150,0,3,0,-1,No
1,36,32,4150,0,3,2,-1,No
1,36,54,3113,0,4,2,-1,No
1,36,46,518,0,1,1,-1,No
0,36,49,4253,0,4,0,-1,No
0,36,38,531,0,4,5,-1,Yes
0,36,54,2075,0,5,0,-1,No
0,36,28,1556,0,4,3,-1,No
0,36,43,1556,0,3,0,-1,No
0,36,18,531,0,3,0,-1,Yes
0,36,35,3189,0,3,1,-1,Yes
2,36,39,3189,0,5,2,-1,Yes
2,36,40,4253,0,4,2,-1,Yes
2,36,63,531,0,5,4,-1,Yes
0,36,35,4150,0,3,1,-1,No
0,36,44,4150,0,5,3,-1,Yes
0,36,39,2764,0,5,1,-1,No
0,36,38,3189,0,5,3,-1,Yes
1,36,43,4150,0,3,1,-1,Yes
1,36,53,4150,0,3,3,-1,Yes
1,36,69,2906,0,1,2,-1,Yes
0,36,35,4150,0,3,4,-1,No
1,36,44,3113,0,4,3,-1,Yes
2,48,38,2126,0,4,3,-1,No
2,36,53,3189,0,5,1,-1,No
1,36,52,2075,0,1,1,-1,No
0,36,32,4253,0,4,0,-1,No
0,36,19,531,0,4,0,-1,No
0,36,44,4253,0,4,2,-1,No
2,36,27,2870,0,4,4,-1,Yes
2,36,35,3189,0,5,1,-1,No
0,36,33,3189,0,4,0,-1,No
0,36,42,3189,0,5,1,-1,No
1,36,18,531,0,3,0,-1,Yes
0,36,45,1971,0,4,1,-1,No
1,36,45,4150,0,4,1,-1,Yes
0,36,63,4253,0,3,0,-1,No
0,36,31,4253,0,4,1,-1,No
2,36,42,3189,0,5,3,-1,No
0,36,25,4253,0,4,0,-1,Yes
0,12,39,1063,0,3,1,-1,No
1,36,45,1556,0,5,1,-1,No
1,36,49,4150,0,5,1,-1,Yes
0,12,30,531,0,5,0,-1,No
0,36,19,531,0,3,0,-1,No
0,36,31,1594,0,1,3,-1,No
1,36,49,622,0,3,8,-1,Yes
1,36,24,4150,0,3,2,-1,No
1,24,36,4253,0,3,1,-1,Yes
1,24,32,1169,0,1,0,-1,No
0,24,43,6379,0,3,2,-1,No
0,12,49,3189,0,3,0,-1,No
2,36,42,531,0,4,4,-1,Yes
2,12,36,531,0,5,2,-1,Yes
2,36,44,637,0,5,5,-1,Yes
0,36,23,4253,0,1,0,-1,No
0,24,47,1037,0,4,0,-1,No
1,36,63,4150,0,3,2,-1,Yes
0,36,61,5209,0,4,4,-1,Yes
0,36,36,4150,0,3,0,-1,No
0,36,55,531,0,5,4,-1,No
1,36,37,4150,0,4,2,-1,No
0,36,46,622,0,1,3,-1,Yes
0,36,32,3189,0,5,2,-1,No
1,36,27,4150,0,3,2,-1,No
0,48,48,2126,0,4,1,-1,No
0,48,26,3189,0,3,3,-1,No
0,12,29,531,0,3,0,-1,No
1,12,29,1807,0,1,0,-1,No
0,36,24,4253,0,4,1,-1,No
0,48,35,531,0,4,1,-1,No
0,36,34,2764,0,1,0,-1,No
1,36,34,4150,0,3,0,-1,No
1,24,50,531,0,5,6,-1,No
1,36,43,2551,0,3,2,-1,No
0,36,57,4150,0,3,3,-1,No
0,36,48,531,0,3,3,-1,No
2,36,61,3189,0,4,2,-1,Yes
0,36,45,956,0,4,5,-1,Yes
0,12,31,1169,0,4,4,-1,No
0,36,56,6698,0,5,1,-1,No
0,36,52,850,0,5,3,-1,No
0,36,57,518,0,5,7,-1,No
0,12,38,6379,0,4,0,-1,No
2,36,42,3189,0,5,1,-1,Yes
0,36,42,531,0,3,4,-1,Yes
0,12,37,1063,0,4,0,-1,No
2,36,35,3189,0,4,2,-1,No
2,48,39,531,0,5,0,-1,No
1,36,18,518,0,3,0,-1,Yes
0,36,58,2870,0,5,5,-1,No
2,36,40,3189,0,5,4,-1,Yes
1,36,42,4150,0,3,1,-1,No
0,36,33,1556,0,5,0,-1,No
1,36,53,531,0,5,21,-1,No
1,36,68,4150,0,3,1,-1,Yes
0,12,22,531,0,3,1,-1,No
0,36,50,3189,0,5,3,-1,Yes
0,12,22,850,0,3,0,-1,No
2,36,65,3189,0,4,4,-1,Yes
1,36,47,531,0,3,11,-1,No
0,36,31,531,0,4,1,-1,No
0,36,36,4253,0,5,3,-1,No
0,48,50,4150,0,3,0,-1,No
0,36,38,4150,0,5,1,-1,No
0,36,25,1037,0,3,1,-1,No
1,36,48,7017,0,5,1,-1,No
0,24,27,1275,0,3,6,-1,No
0,36,68,4150,0,3,0,-1,Yes
1,36,49,850,0,5,12,-1,No
1,12,63,531,0,5,0,-1,No
2,36,42,2126,0,4,1,-1,No
0,36,49,531,0,1,5,-1,Yes
0,36,25,3113,0,3,3,-1,Yes
0,36,32,4253,0,3,0,-1,Yes
0,36,51,4150,0,3,3,-1,No
0,36,30,2126,0,5,5,-1,No
1,36,28,4150,0,5,1,-1,No
0,48,36,3113,0,5,4,-1,No
1,36,42,1453,0,3,6,-1,No
1,36,20,531,0,1,2,-1,Yes
2,36,40,637,0,4,4,-1,No
1,36,41,2126,0,4,4,-1,Yes
0,36,51,4150,0,3,5,-1,Yes
0,36,35,4150,0,5,1,-1,Yes
1,12,34,637,0,4,1,-1,No
2,36,38,531,0,3,4,-1,Yes
0,36,24,531,0,5,3,-1,No
0,36,62,531,0,5,8,-1,No
1,36,56,4150,0,5,1,-1,No
0,36,22,6911,0,4,1,-1,No
0,24,42,5316,0,4,5,-1,No
1,36,64,2906,0,1,3,-1,No
0,36,58,4150,0,5,2,-1,No
0,36,26,4253,0,1,0,-1,Yes
1,48,32,4150,0,3,4,-1,No
1,36,47,4150,0,5,2,-1,No
0,36,49,1660,0,3,0,-1,No
1,24,42,2075,0,5,0,-1,No
1,36,34,518,0,3,2,-1,No
1,36,38,531,0,5,1,-1,No
0,36,57,1660,0,1,8,-1,Yes
0,36,57,2075,0,3,8,-1,No
0,36,43,531,0,4,1,-1,No
0,36,46,956,0,4,7,-1,No
1,36,32,4150,0,3,4,-1,No
1,12,28,531,0,4,4,-1,No
1,36,19,531,0,4,0,-1,No
1,48,61,4150,0,1,0,-1,No
1,36,46,1594,0,4,9,-1,No
1,24,61,1556,0,4,3,-1,No
1,36,44,7442,0,5,3,-1,No
1,36,31,2870,0,5,9,-1,No
0,36,25,956,0,4,0,-1,Yes
1,36,36,1556,0,3,6,-1,No
1,12,38,1063,0,4,1,-1,No
2,36,43,4253,0,5,2,-1,No
0,36,34,3189,0,3,0,-1,No
2,36,62,3189,0,4,1,-1,No
1,36,20,531,0,4,0,-1,No
1,36,27,4150,0,5,3,-1,No
1,36,63,3321,0,1,2,-1,No
1,36,42,518,0,5,6,-1,No
0,36,63,4150,0,1,1,-1,No
1,36,51,7442,0,4,1,-1,No
2,36,50,3189,0,4,0,-1,No
1,36,44,4150,0,3,0,-1,No
0,36,46,4150,0,5,2,-1,No
0,36,25,531,0,1,0,-1,No
0,24,23,2126,0,1,1,-1,No
0,36,20,531,0,4,0,-1,No
1,36,53,4150,0,4,3,-1,No
1,36,57,4150,0,1,0,-1,No
1,36,18,531,0,1,0,-1,No
1,36,57,1556,0,3,0,-1,No
1,36,49,531,0,4,5,-1,No
0,24,25,2658,0,3,0,-1,No
1,36,51,3721,0,5,3,-1,No
0,36,70,2490,0,3,2,-1,Yes
1,24,34,1913,0,1,3,-1,No
0,36,51,6804,0,3,1,-1,No
1,12,49,531,0,3,3,-1,No
0,48,44,3189,0,5,3,-1,No
0,36,36,4150,0,4,3,-1,Yes
1,36,55,4253,0,4,0,-1,No
2,36,42,3189,0,4,1,-1,Yes
1,36,31,4150,0,3,0,-1,No
1,36,30,4150,0,5,1,-1,No
1,36,38,4150,0,5,1,-1,No
0,36,33,4150,0,3,0,-1,No
0,24,38,3189,0,5,0,-1,No
0,36,64,4150,0,1,0,-1,No
1,36,18,518,0,3,0,-1,No
0,36,51,4150,0,4,0,-1,Yes
1,36,38,4150,0,3,1,-1,No
0,36,41,4150,0,5,3,-1,No
1,36,63,4150,0,4,4,-1,No
1,36,34,4150,0,4,1,-1,No
1,36,54,4150,0,5,0,-1,No
0,36,21,4150,0,3,4,-1,No
1,36,63,4047,0,5,6,-1,Yes
1,12,29,531,0,4,0,-1,No
2,36,28,744,0,5,6,-1,Yes
0,36,31,4253,0,3,1,-1,No
1,36,48,1063,0,5,2,-1,No
1,36,60,4150,0,5,1,-1,No
0,36,38,4253,0,3,2,-1,Yes
0,36,39,4150,0,3,1,-1,Yes
1,48,36,4150,0,5,3,-1,No
0,36,32,518,0,1,2,-1,No
0,48,60,1063,0,4,0,-1,No
1,36,56,2020,0,3,0,-1,Yes
0,36,47,518,0,1,4,-1,No
0,36,40,531,0,4,1,-1,No
0,36,18,531,0,1,0,-1,Yes
1,36,54,531,0,4,2,-1,No
1,36,19,531,0,4,1,-1,Yes
1,36,37,531,0,4,0,-1,No
0,36,48,518,0,4,5,-1,No
0,36,35,518,0,5,7,-1,No
1,36,40,4150,0,5,8,-1,No
1,36,44,1488,0,5,2,-1,No
1,24,50,531,0,5,0,-1,No
0,36,29,4253,0,4,0,-1,No
0,36,57,1556,0,5,0,-1,Yes
0,36,64,4150,0,5,8,-1,No
0,36,20,531,0,1,1,-1,No
1,36,18,531,0,1,0,-1,Yes
0,24,27,1275,0,3,0,-1,No
0,36,35,531,0,4,2,-1,No
0,36,26,4150,0,3,0,-1,No
0,12,30,531,0,4,0,-1,No
2,36,46,3189,0,5,2,-1,Yes
2,36,31,3189,0,5,2,-1,No
0,36,43,6804,0,4,2,-1,No
0,36,63,850,0,5,0,-1,No
1,48,18,531,0,3,0,-1,No
1,12,31,1063,0,1,3,-1,No
1,36,44,531,0,5,8,-1,No
1,36,54,6911,0,3,1,-1,No
0,36,54,1868,0,3,0,-1,No
0,36,34,2179,0,5,0,-1,No
1,36,32,4253,0,5,1,-1,No
0,36,50,7442,0,3,1,-1,No
0,36,31,4253,0,4,1,-1,No
0,36,49,744,0,4,8,-1,Yes
0,12,44,531,0,1,1,-1,No
0,36,33,531,0,4,6,-1,No
1,36,26,531,0,3,2,-1,No
1,48,62,531,0,4,7,-1,No
1,36,54,1594,0,4,0,-1,No
0,36,48,4150,0,5,1,-1,No
1,36,28,4150,0,3,3,-1,No
1,36,43,4150,0,5,5,-1,No
0,36,30,1556,0,4,0,-1,No
1,36,58,850,0,4,7,-1,Yes
0,36,48,2870,0,5,5,-1,No
1,36,20,531,0,4,1,-1,No
0,24,26,531,0,3,1,-1,No
0,36,31,1556,0,4,4,-1,No
0,24,31,1063,0,4,4,-1,No
1,36,58,4150,0,1,2,-1,No
1,36,50,531,0,3,4,-1,No
1,36,58,4150,0,4,0,-1,Yes
0,36,42,531,0,4,0,-1,No
1,36,46,4150,0,3,0,-1,No
0,12,30,2126,0,1,1,-1,No
0,12,29,531,0,3,0,-1,No
1,36,39,4150,0,5,2,-1,No
0,36,70,4150,0,3,0,-1,Yes
0,36,40,2075,0,3,1,-1,Yes
0,36,38,4150,0,5,0,-1,No
0,36,57,4150,0,1,3,-1,No
1,36,30,531,0,1,9,-1,Yes
2,36,37,3189,0,5,4,-1,Yes
1,36,68,4150,0,5,0,-1,No
2,36,44,531,0,4,4,-1,No
1,36,36,4150,0,4,7,-1,No
0,36,33,4150,0,3,1,-1,No
0,36,36,2658,0,4,0,-1,Yes
1,36,36,4150,0,3,0,-1,No
0,36,32,956,0,3,3,-1,No
0,36,51,830,0,3,3,-1,No
0,36,47,4146,0,5,3,-1,No
1,36,52,4253,0,4,0,-1,No
0,36,33,934,0,4,3,-1,No
0,36,20,531,0,4,0,-1,Yes
1,36,59,531,0,4,6,-1,No
1,36,70,518,0,3,7,-1,No
0,24,23,4253,0,5,2,-1,Yes
0,36,48,4150,0,5,4,-1,No
0,36,31,4150,0,5,4,-1,Yes
0,36,35,4253,0,3,0,-1,No
0,48,66,2075,0,3,1,-1,No
1,48,33,4253,0,3,0,-1,No
0,12,24,850,0,4,3,-1,Yes
1,36,44,4253,0,1,0,-1,No
0,36,68,4150,0,3,1,-1,No
0,36,18,531,0,1,0,-1,Yes
0,36,63,4150,0,5,1,-1,No
0,36,21,1913,0,4,2,-1,Yes
0,36,38,4150,0,5,1,-1,No
1,36,62,850,0,5,1,-1,No
0,36,67,1141,0,5,1,-1,No
1,36,29,531,0,4,1,-1,No
0,12,40,531,0,5,1,-1,No
0,36,27,1594,0,4,1,-1,No
0,24,35,4465,0,1,1,-1,No
0,36,50,4253,0,3,0,-1,No
2,36,60,531,0,5,1,-1,No
0,36,51,531,0,3,5,-1,No
0,36,33,637,0,4,2,-1,Yes
1,36,18,531,0,3,0,-1,Yes
1,36,24,643,0,4,0,-1,No
0,36,21,1212,0,3,0,-1,No
0,36,57,837,0,5,1,-1,No
0,24,26,1594,0,1,2,-1,No
1,36,19,531,0,4,1,-1,Yes
0,48,30,726,0,3,0,-1,No
